,mass A,,,
t,x,y,v,
0.000000E0,-7.727953E-3,2.940949E-1,
3.333333E-2,-4.797720E-3,2.931732E-1,1.185246E-1
6.666667E-2,2.811756E-5,2.925852E-1,1.641729E-1
1.000000E-1,5.957935E-3,2.911469E-1,1.999616E-1
1.333333E-1,1.305662E-2,2.897624E-1,2.514542E-1
1.666667E-1,2.239054E-2,2.878321E-1,3.078191E-1
2.000000E-1,3.321317E-2,2.859107E-1,3.427712E-1
2.333333E-1,4.484783E-2,2.836063E-1,3.730589E-1
2.666667E-1,5.753997E-2,2.807384E-1,4.142797E-1
3.000000E-1,7.182446E-2,2.776859E-1,4.629576E-1
3.333333E-1,8.774074E-2,2.743751E-1,5.188790E-1
3.666667E-1,1.055807E-1,2.701282E-1,5.768430E-1
4.000000E-1,1.251131E-1,2.653095E-1,6.273143E-1
4.333333E-1,1.461576E-1,2.600036E-1,6.831392E-1
4.666667E-1,1.691708E-1,2.537746E-1,8.098566E-1
5.000000E-1,1.978778E-1,2.445122E-1,8.173748E-1
5.333333E-1,2.207710E-1,2.362603E-1,8.472601E-1
5.666667E-1,2.510549E-1,2.254690E-1,9.800710E-1
6.000000E-1,2.821842E-1,2.139560E-1,1.047973E0
6.333333E-1,3.167881E-1,2.017995E-1,1.131909E0
6.666667E-1,3.536506E-1,1.897307E-1,1.246313E0
7.000000E-1,3.967066E-1,1.790712E-1,1.354312E0
7.333333E-1,4.406795E-1,1.656931E-1,1.243466E0
7.666667E-1,4.783703E-1,1.648209E-1,1.221870E0
8.000000E-1,5.221254E-1,1.642904E-1,1.307377E0
8.333333E-1,5.654688E-1,1.680559E-1,1.267292E0
8.666667E-1,6.061317E-1,1.732819E-1,1.236573E0
9.000000E-1,6.470884E-1,1.796439E-1,1.202000E0
9.333333E-1,6.852832E-1,1.857871E-1,1.150887E0
9.666667E-1,7.229779E-1,1.909421E-1,1.124340E0
1.000000E0,7.597313E-1,1.944980E-1,1.092679E0
1.033333E0,7.956305E-1,1.962361E-1,1.073610E0
1.066667E0,8.312973E-1,1.955658E-1,1.072449E0
1.100000E0,8.670984E-1,1.942132E-1,1.074666E0
1.133333E0,9.028132E-1,1.912760E-1,1.095289E0
1.166667E0,9.397060E-1,1.864700E-1,1.222915E0
1.200000E0,9.833719E-1,1.787441E-1,1.161412E0
1.233333E0,1.015168E0,1.691353E-1,1.124507E0
1.266667E0,1.054369E0,1.546725E-1,1.299078E0
1.300000E0,1.096043E0,1.381555E-1,1.373263E0
1.333333E0,1.140100E0,1.225512E-1,1.425672E0
1.366667E0,1.187534E0,1.124106E-1,1.455229E0
1.400000E0,1.236293E0,1.099475E-1,1.454339E0
1.433333E0,1.284482E0,1.137071E-1,1.431581E0
1.466667E0,1.331203E0,1.199801E-1,1.399148E0
1.500000E0,1.376911E0,1.262496E-1,1.358282E0

